Date,Occurrence,Startup Name,Industry,Description,Location,Investors,Investment Type,Amount in USD,Website URL
01/07/2016,05/01/1900,RazorPay,FinTech,Online Payment Gateway,Bangalore,MasterCard,Private Equity,,https://razorpay.com/
30/06/2016,01/01/1900,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,220000,
30/06/2016,02/01/1900,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25000000,https://www.merucabs.com/
30/06/2016,01/01/1900,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,368000,http://biryaniblues.com/
30/06/2016,02/01/1900,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,,https://scripbox.com/
29/06/2016,01/01/1900,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000,http://www.velvetcase.com/
29/06/2016,01/01/1900,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,,https://www.impactguru.com/
29/06/2016,01/01/1900,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,50000,
29/06/2016,02/01/1900,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,100000,https://letreach.com/
28/06/2016,02/01/1900,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000,https://www.fabhotels.com/
28/06/2016,01/01/1900,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,,https://blogbeats.me/
28/06/2016,01/01/1900,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,300000,http://www.locanix.com/
28/06/2016,01/01/1900,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,,
28/06/2016,01/01/1900,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,295000,
28/06/2016,06/01/1900,LendingKart,FinTech,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000,http://lendingkart.com/
27/06/2016,02/01/1900,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,3000000,http://www.travelyaari.com/
27/06/2016,01/01/1900,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,,http://volercars.com/
27/06/2016,01/01/1900,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,100000,https://www.gomalon.com/gospa/
27/06/2016,02/01/1900,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000,https://yourdost.com/
24/06/2016,01/01/1900,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000,http://www.drivify.in/
24/06/2016,01/01/1900,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,148000,
24/06/2016,02/01/1900,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3000000,http://www.leap-india.com/
24/06/2016,01/01/1900,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,6000000,http://www.schedulers.in/
24/06/2016,01/01/1900,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,500000,https://www.parablu.com/
24/06/2016,03/01/1900,PratiLipi,Online Media,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,,http://www.pratilipi.com/
23/06/2016,01/01/1900,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,3500000,http://www.getfareye.com/in/
23/06/2016,01/01/1900,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,,http://www.padhopadhao.com/
23/06/2016,01/01/1900,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000,http://www.theuolo.com/
23/06/2016,01/01/1900,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,,http://www.staqu.com/
22/06/2016,01/01/1900,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000,
21/06/2016,01/01/1900,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,150000,
21/06/2016,01/01/1900,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,,
21/06/2016,01/01/1900,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000,http://prettysecrets.com/
21/06/2016,02/01/1900,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,150000,http://www.syonacosmetics.com/
21/06/2016,01/01/1900,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,http://www.cleartrip.com/
21/06/2016,01/01/1900,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,225000,http://naturenama.com/
21/06/2016,01/01/1900,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,,http://www.cyclopsmedtech.com/
21/06/2016,01/01/1900,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,,http://www.procmart.com/
21/06/2016,01/01/1900,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,400000,
20/06/2016,01/01/1900,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,,http://usedipper.com/
20/06/2016,01/01/1900,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,,
20/06/2016,01/01/1900,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,,http://theindianiris.com/
17/06/2016,01/01/1900,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,,http://www.byg.co.in/
17/06/2016,01/01/1900,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,,
17/06/2016,01/01/1900,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000,https://www.greythr.com/
17/06/2016,01/01/1900,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,900000,http://silvan.co.in/
17/06/2016,04/01/1900,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000,https://cleartax.in/
16/06/2016,02/01/1900,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,,http://www.saavn.com
16/06/2016,02/01/1900,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,450000,http://dirolabs.com/
16/06/2016,01/01/1900,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,,https://athletto.com/
16/06/2016,01/01/1900,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,600000,
16/06/2016,04/01/1900,Voonik,eCommerce,Online Women’s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,20000000,http://www.voonik.com/
16/06/2016,01/01/1900,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,,http://www.thinkphi.com/
15/06/2016,01/01/1900,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,450000,http://oneway.cab/
15/06/2016,01/01/1900,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,,https://www.grabonrent.com/
14/06/2016,01/01/1900,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,,http://edtechreview.in/
14/06/2016,01/01/1900,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,,
14/06/2016,01/01/1900,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000,http://jivox.com/
14/06/2016,03/01/1900,Bonhomia,eCommerce,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,,http://boho.bonhomiaworld.com/
14/06/2016,01/01/1900,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000,http://sminq.com/
14/06/2016,02/01/1900,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,4400000,http://www.curejoy.com/
13/06/2016,01/01/1900,KhanaGadi,Consumer Internet,Online Food Delivery,Jaipur,50K Ventures,Seed Funding,,
13/06/2016,01/01/1900,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,1000000,http://bombayshirts.com/
13/06/2016,01/01/1900,Matrubharti,Consumer Internet,e-Book Publisher,,Viridian Capital,Seed Funding,30000,https://play.google.com/store/apps/details?id=com.nichetech.matrubharti&hl=en
11/06/2016,01/01/1900,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,,
11/06/2016,01/01/1900,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,
11/06/2016,01/01/1900,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,
10/06/2016,02/01/1900,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,,
10/06/2016,01/01/1900,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,,
10/06/2016,01/01/1900,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,,
10/06/2016,02/01/1900,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000,https://www.paytunes.in/paytunes/front
10/06/2016,01/01/1900,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,,http://www.kyazoonga.com/
09/06/2016,02/01/1900,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,,https://www.teabox.com/
09/06/2016,01/01/1900,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,2000000,http://www.epaylater.in/
09/06/2016,01/01/1900,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,,https://www.extraaedge.com/
08/06/2016,01/01/1900,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,,https://cookifi.com/
08/06/2016,02/01/1900,6Degree,B2B SaaS,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,200000,http://6degree.co/
08/06/2016,02/01/1900,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,16000000,http://storeking.in/
08/06/2016,01/01/1900,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,200000,http://myseniordoctor.com/
08/06/2016,01/01/1900,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000,
08/06/2016,01/01/1900,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,1000000,http://www.greycampus.com/
08/06/2016,01/01/1900,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,,http://wiredhub.in/
08/06/2016,01/01/1900,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,,
07/06/2016,01/01/1900,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1000000,http://www.creditvidya.com/
07/06/2016,01/01/1900,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000,https://www.helpshift.com/
07/06/2016,01/01/1900,Intgrea,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,100000,https://www.intgrea.com/
07/06/2016,03/01/1900,KrazyBee,FinTech,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,2000000,http://www.KrazyBee.com
07/06/2016,02/01/1900,CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000,http://www.cuemath.com/
06/06/2016,01/01/1900,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,448000,
03/06/2016,01/01/1900,iCliniq,Consumer Internet,Doctor Consultation platform,Bangalore,MadhanKumar Madathupalayam,Seed Funding,,https://www.icliniq.com/
03/06/2016,01/01/1900,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,75000,
03/06/2016,01/01/1900,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,2000000,http://www.vyome.in/
02/06/2016,02/01/1900,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,,
02/06/2016,03/01/1900,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,http://droom.in/
02/06/2016,01/01/1900,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1000000,http://atomberg.com/
02/06/2016,02/01/1900,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,,https://getvisitapp.com/#1
02/06/2016,01/01/1900,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1000000,https://www.limoapp.in/
01/06/2016,01/01/1900,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,,http://www.bridgei2i.com/
01/06/2016,01/01/1900,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,,
31/05/2016,02/01/1900,CCavenue,FinTech,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000,http://www.CCavenue.com
31/05/2016,01/01/1900,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000,http://www.Machadalo.com
31/05/2016,01/01/1900,Tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,,http://www.tpot.in/
31/05/2016,03/01/1900,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,4400000,http://www.koovs.com
31/05/2016,06/01/1900,1mg,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,,https://www.1mg.com/
31/05/2016,02/01/1900,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,,
30/05/2016,01/01/1900,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000,
27/05/2016,01/01/1900,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,,
26/05/2016,01/01/1900,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,475000,http://m.mchamp.in/
26/05/2016,01/01/1900,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,,http://consuremedical.com/
26/05/2016,04/01/1900,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,2000000,https://cleartax.in/
25/05/2016,02/01/1900,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100000,http://arcatron.com/
25/05/2016,01/01/1900,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,1500000,http://www.addresshealth.in/web/index.php/home
25/05/2016,01/01/1900,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,,http://shethepeople.tv/
25/05/2016,01/01/1900,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,,
24/05/2016,01/01/1900,Eatonomist,Consumer Internet,Online Food Delivery,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,,
24/05/2016,01/01/1900,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,1000000,https://www.goalwise.com/
23/05/2016,02/01/1900,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,,https://edurev.in/
23/05/2016,01/01/1900,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,89000,https://www.hoppingo.com/
20/05/2016,01/01/1900,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,300000,https://www.i2ifunding.com/
19/05/2016,01/01/1900,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000,https://twitter.com/veqta_sports
19/05/2016,01/01/1900,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,500000,http://taxivaxi.com/
